StartDate,EndDate,CONTINUE_STUDY,DELETE_CONTROL,DELETE_TREATMENT,K1,K2,K3,K4,K5,Q1,Q2,Q3,ATT1,Q5,Q6,Q7,Q8,Q1,Q2,ATT2,Q4,Q5,Q6,Q7,Q8,Q1,Q2,Q3,Q4,ATT3,Q6,Q7,SC0,SC1,PROLIFIC_PID,HistoryCheck,Knowledge Score,Attention Score
2026-03-12 2:55:20,2026-03-12 3:36:38,Yes,Yes,,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,4,3,f2805f6ed2de4e8c82d2f514c32b91d37035a81ee7f7416b71189ac831d1a29e,Pass,4,3
2026-03-12 3:17:27,2026-03-12 3:38:38,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,5,3,229cb06a3a21b6c41ce93fa8d1c5c4938f69db0756b592fb2b9f30cf42f14337,No File,5,3
2026-03-12 3:54:09,2026-03-12 4:31:55,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,2568d0442ab97d9c45fcda34cc45994511cde3521e7f9812aa95a63f013016a2,Pass,5,3
2026-03-12 4:10:23,2026-03-12 4:48:09,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,3badd1f58fd86e36a7607b5953cdac06981ef38491dd0bafde0e4e4684d88bc2,No File,5,3
2026-03-12 3:37:10,2026-03-12 4:56:14,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,4,3,e3e37c441700aa177ae83cd437ac79727c3f2ca978da7035843794c57e0583f6,Pass,4,3
2026-03-12 4:57:00,2026-03-12 5:34:52,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Disagree,Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4,3,6c67dbcaf4ea9792b869a251b1798b5c76443a23d93f1b1a94f218b509fe98c2,Pass,4,3
2026-03-12 5:42:04,2026-03-12 6:23:50,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,f818c2a643508bf571f28399356cf86bd236f7279b3c13682c9b36f9e2558c09,Pass,5,3
2026-03-12 6:06:52,2026-03-12 6:44:55,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,382afa077459411a4ae58c839879b2756806093ca163e7a32a5586596935c405,Pass,5,3
2026-03-12 6:14:35,2026-03-12 7:02:57,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,5e05dc3bea56c8cf88f6f89abf7c36e3e55d06a0a4429ca7a0761776e480aedf,Pass,5,3
2026-03-12 6:57:19,2026-03-12 7:25:53,Yes,Yes,,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Agree,Disagree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,4,3,fc42d41518ff96b8e44cceb7572f18af071ab4fbfa34c5deb8461db4fc179652,Pass,4,3
2026-03-12 7:01:27,2026-03-12 7:39:16,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Strongly Disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Agree,5,3,6f8c7c630aacfeaa49a8fc80d4a250759b2ef57d1bb150dd2dbbc2b29ea0e76a,No File,5,3
2026-03-12 7:16:34,2026-03-12 7:58:12,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video B (right),Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,4,3,7b15e1526b60322d025a4d271957dab769d1d3de391079506c814ca8f3762844,Pass,4,3
2026-03-12 8:52:38,2026-03-12 9:31:51,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,4,3,365043817bf7b73e6f1a44dfe30fe41a85c15e54ead9d819cb109ea8dcf3bbd7,Pass,4,3
2026-03-12 9:23:45,2026-03-12 10:02:51,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,Agree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,98543d4f0b788caddfc9cb4a17b6147545576f66a6f93edeeeb1d3fe5cc77aa3,No File,5,3
2026-03-12 9:20:54,2026-03-12 10:02:57,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,47fe147153cb7590170d4296e92af071ea1c2d6f5883c16e065bf871b438d5f3,Pass,5,3
2026-03-12 9:40:18,2026-03-12 10:22:37,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,5,3,80ddc35e374a2577999befb84829f6cd9f1456453af02b78bc14011787cd8801,Pass,5,3
2026-03-12 10:18:59,2026-03-12 10:58:11,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,5,3,51082bbf39ff4e7f06ad6e068576e206155d45974cc48bf78608ada9bf416e8e,Pass,5,3
2026-03-12 11:27:15,2026-03-12 12:08:17,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,3,3138ad360d0c1a462b84a55ec3a5f46cbd1f99b5eec2d6909ac6769589a0155f,No File,5,3
2026-03-12 12:08:20,2026-03-12 13:03:57,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,4,3,cbd3057d45a1fe99dd694b9b717df76ac286bada5db797efbf73416c653ad063,Pass,4,3
2026-03-12 13:35:44,2026-03-12 14:19:07,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,5,3,8f38d665c4078774b51dc800919d9950fb7b6dbf25ddab0f3a93998288df5ea1,Pass,5,3
2026-03-12 13:55:39,2026-03-12 14:32:24,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,5,3,a65427abc7123da6d4d59bee521bad0a13f0438b313cb9009d0cda00afaa74e9,Pass,5,3
2026-03-12 13:32:08,2026-03-12 14:35:25,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,5,3,28504f150e535c2506445aac6308b84f75ca3e4b08515be4eb76a289f2d40797,Pass,5,3
2026-03-12 14:58:44,2026-03-12 15:40:03,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,3,4a4c96f16ac10c3d8ae83712e5812da3bdd13079bc365f40e20a6590c3335b0b,Pass,4,3
2026-03-12 16:17:08,2026-03-12 16:53:21,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Disagree,Strongly agree,Strongly Disagree,Agree,Agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,4,3,00d75f00f03923c234134194b5313f73ed48246757d1056cee1d3acbbf5c401d,Pass,4,3
2026-03-12 18:34:40,2026-03-12 19:13:32,Yes,Yes,,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,4,3,c43a9511960d294135191f28ef364e7771a544f3745545b1a1caf87fb39548b8,Pass,4,3
2026-03-12 19:18:48,2026-03-12 19:59:54,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,5,3,f215bb37a8c4fb7591e18ad55aaad141216a02741c1dd7b01ab7e5e563e1ab0a,Pass,5,3
2026-03-12 19:28:56,2026-03-12 20:11:07,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Disagree,Agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Disagree,Disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,5,3,31c82aefc72e441b424f82414551cb6b4debe55f4f190863cca0e064cc80e9e8,Pass,5,3
2026-03-12 19:23:16,2026-03-12 20:21:49,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,5,3,af4ccc51de5c135cdf5ef6248ed83b0aef1e42debbfc854f40aae17a9d151ee8,No JSON,5,3
2026-03-12 20:00:36,2026-03-12 20:41:41,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,5,3,35850b1d37c2e88a3de3c67e3421f322afdff145966ecc64fe24118b531c27de,Pass,5,3
2026-03-12 20:46:26,2026-03-12 21:13:46,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,3,0d0fd47f86d28891866e056640159b63eec69545f0d1d1f081dc1b2af5a134dc,Pass,4,3
2026-03-13 7:11:28,2026-03-13 7:48:27,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Disagree,Somewhat disagree,Agree,Disagree,Disagree,Strongly Disagree,Somewhat disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Agree,5,3,05976321398cd4e96fa847e15fe1645759166d286a9f23f31e8e25b19468a5da,Pass,5,3
2026-03-13 8:58:15,2026-03-13 9:29:13,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,3,ae0687b1abff9817e795922516db517d45900e3ffb4bd54526247bf97961b024,Pass,5,3
2026-03-13 11:44:38,2026-03-13 12:05:56,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,4,3,a19df68a39faf415b5141858c1738a4630420122f2618188d77e70f0097ef790,Pass,4,3
2026-03-13 11:10:42,2026-03-13 12:09:32,Yes,,Yes,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,4,3,a155d37a45ba76adb6582c15757bb42369bfdbcc45e96f92b8a01544b6651fcc,Pass,4,3
2026-03-13 13:32:58,2026-03-13 14:24:12,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,5,3,4a90006f365445ceb96dd62208381fbeb0000153188b606248a408d110ee729a,Pass,5,3
2026-03-13 15:40:13,2026-03-13 16:44:48,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Somewhat disagree,5,3,65e33d06b7f4072112ee6eff93649c4da107dae93844fb5ffc6aa7ab4ac4b940,Pass,5,3
2026-03-13 16:59:19,2026-03-13 17:51:23,Yes,Yes,,Video A (left),Video B (right),Video A (left),Video A (left),Video A (left),Agree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,4,3,55ff32479634375c78d2fec46927f8c7e57ac07268cf90b63b94721b8979d223,No JSON,4,3
2026-03-13 17:44:21,2026-03-13 18:20:34,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,5,3,c31093ced71123260f0ae17798ae78a86e354436c8f29da69d0ebe3f82240e29,Pass,5,3
2026-03-14 1:08:31,2026-03-14 1:45:50,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Strongly Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,5,3,bfd1d7740f2d068003cf9c77f63f09b78134af3e56c147c8f4a1000015dcf4ee,Pass,5,3
2026-03-20 7:15:37,2026-03-20 7:44:17,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,5,3,cad0ba79d4a3f582c520b0ac896f1f7d04a138ef2d8182cb99ab898f0b20639c,No File,5,3
2026-03-20 7:19:41,2026-03-20 7:58:38,Yes,,Yes,Video B (right),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat disagree,4,3,7803ca353435c24f02399a43386739685ddf0732a0525dd3ddff7bc5ada28464,Pass,4,3
2026-03-20 7:14:23,2026-03-20 8:00:35,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,a9f3edfc7dedc7e2498b81a81badd76a357a4079342b7a1312fdfcc74905067a,Pass,5,3
2026-03-20 7:29:15,2026-03-20 8:09:03,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video B (right),Video A (left),Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,4,3,597bed2e77bf66a7f7483394b869d328ad0bfa0bdb2a293a8d3f4531d5b44b65,Pass,4,3
2026-03-20 7:24:44,2026-03-20 8:16:28,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,5,3,246d0c11fed6695f6422d71fdc12f8b0b788e62fa515f15d377f7fddec202199,No Upload,5,3
2026-03-20 7:41:59,2026-03-20 8:24:24,Yes,Yes,,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,5,3,79a75fa21aa35d74c1863543f3a543620406ba451b6dd749c957162ec5fd1de6,Pass,5,3
2026-03-20 7:50:47,2026-03-20 8:38:10,Yes,,Yes,Video A (left),Video B (right),Video B (right),Video A (left),Video A (left),Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,3,725e04cef8e3ae6b5ba1526ee2adf68b099ba296d58104db782b52c899d686d6,Pass,5,3
